album,title,singer,lyrics,start_time,end_time
The Hunter,curl of the burl,Troy Sanders, It's just the curl of the burl  It's just the curl of the burl  That's just the way of the world  It's just the curl of the burl  ,1:37,1:52
The Hunter,curl of the burl,Troy Sanders," I feed the powerless  Chew it up, spit the rest  I feed the powerless  Chew it up, spit the rest  ",1:53,2:17
The Hunter,curl of the burl,Troy Sanders, It's just the curl of the burl  It's just the curl of the burl  That's just the way of the world  It's just the curl of the burl  ,2:24,2:39
The Hunter,dry bone valley,Brann Dailor,"  Head down, running from the beast  Breakneck speed taking all my breath  Black feet scrapped and scarred and dripping blood  Rain come down, take me with your flood  ",0:38,1:05
The Hunter,dry bone valley,Troy Sanders,  I came to and I was running from you  Feel your breath on the back of my neck  ,1:05,1:15
The Hunter,dry bone valley,Brann Dailor,  Where have I come to be? Is this all that's left for me? ,1:15,1:28
The Hunter,dry bone valley,Brann Dailor,"  I wish that I was still there  I want to keep on breathing  Bulls roar loud, snakes move past my feet  No teeth, no hands, set me free  Bones start rattling 'round inside my head  I don't know if I'm alive or dead  ",1:34,2:11
The Hunter,dry bone valley,Troy Sanders,  I came to and I was running from you  Feel your breath on the back of my neck  ,2:14,2:20
The Hunter,dry bone valley,Brann Dailor,  Where have I come to be? Is this all that's left for me? ,2:20,2:34
The Hunter,dry bone valley,Brann Dailor,  I wish that I was still there  I want to keep on breathing  ,2:41,2:50
The Hunter,dry bone valley,Brann Dailor,"  Dig deep, kicking up rock and dirt and sand  Out of this lifeless valley, bones in hand  Over these mountains to the seas of life  Leave this desert for the sick and damned ",3:19,3:37
The Hunter,octopus has no friends,Brann Dailor, To tempt the fool into the mine  Let loose the snake with antidote  ,0:15,0:35
The Hunter,octopus has no friends,Troy Sanders, Take the hand  Guide the way  Far away  Find the truth  Always  Always  ,0:35,0:49
The Hunter,octopus has no friends,Troy Sanders, I'm on my way back home  I'm on my way back home  ,0:56,1:06
The Hunter,octopus has no friends,Brann Dailor, I see your face inside the smoke  It's hard to scream and nice to choke ,1:17,1:38
The Hunter,octopus has no friends,Troy Sanders, Take the hand  Guide the way  Far away  Find the truth  Always  Always  ,1:38,1:53
The Hunter,octopus has no friends,Troy Sanders, I'm on my way back home  I'm on my way back home  ,1:58,2:07
The Hunter,octopus has no friends,Brann Dailor," Let's rest awhile inside the cave  Don't cry, you'll see that we'll be safe  ",2:21,2:42
The Hunter,octopus has no friends,Troy Sanders, Take the hand  Guide the way  Far away  Find the truth  Always  Always Take your heart into your hand  Always  Take your heart into your hand  Always ,2:42,3:09
The Hunter,octopus has no friends,Troy Sanders, I'm on my way back home  I'm on my way back home ,3:14,3:25
The Hunter,spectrelight,Troy Sanders,  We trip the light  Firebird flies  Burn your inside  Given a lesson  The path I've shown  Follow all I know  Into the spectrelight  Into the afterlife  ,0:06,0:38
The Hunter,spectrelight,Troy Sanders,  It came from the ocean  Gift from the sea  Lava forms the stone  Belief in power  Believe the dream  Trust your own truth  Into the spectrelight  Into the afterlife  ,0:42,1:15
The Hunter,spectrelight,Scott Kelly,  You listen through the light  Tolling on the sea  Barren eyes behind you  Leave the shadows waking dreams  ,1:26,1:48
The Hunter,spectrelight,Scott Kelly," Rising through the door  Writing with a knife  Cut speech, cut light  Cut chord and break the dawning wretch of silence  ",2:00,2:22
The Hunter,spectrelight,Troy Sanders,  Trust your own truth  Souls of the fallen  Death of the Godhead  Listen and breathe  Into the spectrelight  Into the afterlife  ,2:32,2:57
The Hunter,stargasm,Brent Hinds, The temple of bodies  A building with souls  Given the cosmos  As we let go  As we let go  Locked in a dance  Surrounding the moon  This far from the clouds  Stargasm flows  Stargasm  ,1:09,1:33
The Hunter,stargasm,Brent Hinds, Lead us by horses  On the way to our graves  Father the owl  It is your faith  It is your faith Awake in the moment  Awaken the heart  Look to the spirits  Stargasm glows  Stargasm  ,1:42,2:02
The Hunter,stargasm,Brann Dailor, And then we shift into overdrive  But you're not here  And your legs and the stars collide  You're on fire  You're on fire  You're on fire  You're on fire ,2:25,3:01
The Hunter,stargasm,Brent Hinds, Henged from the solstice  Bohemian grove  Flesh lies the altar  As we let go  As we let go  Glasses are empty  The owl has flown  Sever relation  Like you didn't know  Like you didn't know  ,3:02,3:24
The Hunter,stargasm,Brann Dailor, And then we shift into overdrive  But you're not here  And your legs and the stars collide  You're on fire  You're on fire  You're on fire  You're on fire  ,3:45,4:22
The Hunter,the hunter,Brent Hinds, All the love  I've shown  And given to the ones  I've known  All the love  I make  Is equal to the love  I take  All the life  I've known  And given to the life  I've shown  Along the way  ,0:39,1:11
The Hunter,the hunter,Troy Sanders," Free from it all  Breathe in the darkest fall  We laugh and cry through a brother's eyes for now  Through fire embers' glow  Haunted,  I lift the stone  Letting go, your spirit flies  ",1:11,1:42
The Hunter,the hunter,Brent Hinds,  All the love  I've shown  Given to the ones  I've known  All the love  I make  Is equal to the love  I take  Life is brief as  Be careful for what you ask  Along the way  ,1:42,2:14
The Hunter,the hunter,Troy Sanders," Free from it all  Breathe in the darkest fall  We laugh and cry through a brother's eyes for now  Through fire embers' glow  Haunted,  I lift the stone  Letting go, your spirit flies  His thorns are on the road  His thorns are on the road  In the morning light  The sparrow flies  When the moon devours us  The planet dies  ",2:14,3:16
The Hunter,the hunter,Troy Sanders," Free from it all  Breathe in the darkest fall  We laugh and cry through a brother's eyes for now  Through fire embers' glow  Haunted,  I lift the stone  Letting go, your spirit flies ",4:00,4:30
The Hunter,the sparrow,Brann Dailor, Pursue happiness with diligence ,1:10,1:16
The Hunter,the sparrow,Brann Dailor, Pursue happiness with diligence ,1:46,1:53
The Hunter,the sparrow,Brann Dailor, Pursue happiness with diligence ,4:11,4:15
The Hunter,the sparrow,Brann Dailor, Pursue happiness with diligence ,4:30,4:37
The Hunter,thickening,Brent Hinds,  With the lights down low  Wrapped up like a baby  And your hair hangs long  Surrounding my face  ,1:36,1:52
The Hunter,thickening,Troy Sanders,  Straight out of nowhere  Buried deep inside my past  Straight out of nowhere  Hoping you'll be the last  ,1:53,2:10
The Hunter,thickening,Brent Hinds,"  Love your warm embrace  Hold me close, don't let me go  Nipple pink and cold  Filled up with mother's milk  ",2:21,2:39
The Hunter,thickening,Troy Sanders,  Straight out of nowhere  Buried deep inside my past  Straight out of nowhere  Hoping you'll be the last  ,2:39,2:55
The Hunter,thickening,Brent Hinds,  With the lights down low  Wrapped up like a baby  And your hair hangs long  Surrounding my face  ,3:25,3:41
The Hunter,thickening,Troy Sanders,  Straight out of nowhere  Buried deep inside my past  Straight out of nowhere  Hoping you'll be the last ,3:41,3:59
